Location,Primary_Culture,All_Cultures,Primary_Religion,All_Religions,Pop_Types
jintang,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
jinxi,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
jinxian,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
jinxiang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
jinxiangping,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
jinyuan,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
jinyun,wuzhou_culture,wuzhou_culture,sanjiao,sanjiao,peasants;clergy
jinzhu,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
jinzhuping,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
jishan,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
jishi,amdowa_culture,amdowa_culture;salar_culture,tibetan_buddhism,tibetan_buddhism;sunni,tribesmen;peasants;clergy
jishi_anze,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
jishui,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
jixi_huizhou,jixi_culture,jixi_culture;xuanzhou_culture,sanjiao,sanjiao,peasants;clergy
jixian,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
jiyang,jilu_culture,jilu_culture;hui_muslim_culture;jiaodong_culture,sunni,sunni;sanjiao,peasants;clergy
jiyin,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
jiyuan,hui_muslim_culture,hui_muslim_culture;jin_culture,sunni,sunni;sanjiao,peasants;clergy
jizhou,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
juancheng,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
juegang,tongtai_culture,tongtai_culture,sanjiao,sanjiao,peasants;clergy
jujin,nashi_culture,nashi_culture;lisu_culture;bai_culture,lisu_religion,lisu_religion;dongba_religion;mahayana,tribesmen;peasants;clergy
julu,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
juque,yi_culture,yi_culture;bai_culture;dai_culture,mahayana,mahayana;bimoism;satsana_phi,tribesmen;clergy
jurong,wu_culture,wu_culture;jianghuai_culture,sanjiao,sanjiao,peasants;clergy
juxian,zhongyuan_culture,zhongyuan_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
juye,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
kaicheng_guyuan,qin_culture,qin_culture;mongolian_culture;hui_muslim_culture;mi_niah_culture,sunni,sunni;mahayana;sanjiao,peasants;clergy
kaifeng,zhongyuan_culture,zhongyuan_culture;qayfengi;hui_muslim_culture,sunni,sunni;judaism;sanjiao,burghers;nobles;peasants;clergy
kaiguang,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
kaihua,jiangshan_culture,jiangshan_culture,sanjiao,sanjiao,peasants;clergy
kaili,kam_culture,kam_culture;mongolian_culture;hmong_culture,kam_religion,kam_religion;hmongism,tribesmen;clergy
kainan,yi_culture,yi_culture;tai_nua_culture;bai_culture;lahu_culture,lahu_religion,lahu_religion;bimoism;satsana_phi,tribesmen;clergy
kaizhou,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
kangu,liang_culture,liang_culture;mi_niah_culture,mahayana,mahayana;sanjiao,peasants;clergy
kangzuo,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
kaocheng,zhongyuan_culture,zhongyuan_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
kavalan,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
kedang,amdowa_culture,amdowa_culture;mongolian_culture;hui_muslim_culture,bon,bon;tibetan_buddhism;sunni,tribesmen;peasants;clergy
kedu,yi_culture,yi_culture;bai_culture;hui_muslim_culture,sunni,sunni;bimoism,tribesmen;slaves;clergy
kehu,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
kelan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
ketagalan,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
khuzhupai,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
kongwei,palaung_culture,palaung_culture;tai_nua_culture;bai_culture;wa_culture,theravada,theravada;palaung_religion;satsana_phi;wa_religion,tribesmen;clergy
kuanhe_xingzhou,kharchin_culture,kharchin_culture;yan_culture;jurchen_culture,sanjiao,sanjiao;tungusic_shamanism;tengri,tribesmen;peasants;clergy
kulun,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
kunming,yi_culture,yi_culture;bai_culture;hui_muslim_culture,sunni,sunni;bimoism,peasants;clergy;tribesmen;nobles;burghers
kunshan,wu_culture,wu_culture,sanjiao,sanjiao,peasants;clergy
kuntokling,amdowa_culture,amdowa_culture;liang_culture;mongolian_culture,bon,bon;tibetan_buddhism;sanjiao,tribesmen;peasants;clergy
kunyang,yi_culture,yi_culture,bimoism,bimoism,tribesmen;clergy
kuozhou,yi_culture,yi_culture,bimoism,bimoism,tribesmen;clergy
kuyu_shazhou,liang_culture,liang_culture;mongolian_culture,sanjiao,sanjiao;tengri,tribesmen;peasants;clergy
laian,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
laian_tianzhou,zhuang_culture,zhuang_culture,moism,moism,tribesmen;clergy
laibin,guinan_culture,guinan_culture;mongolian_culture;zhuang_culture,sanjiao,sanjiao;moism,tribesmen;peasants;clergy
laishui,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
laiwu,jilu_culture,jilu_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
laiyang,jiaodong_culture,jiaodong_culture,sanjiao,sanjiao,peasants;clergy
langning,zhuang_culture,zhuang_culture,moism,moism,tribesmen;clergy
langqiong,bai_culture,bai_culture;hui_muslim_culture,sunni,sunni;mahayana,peasants;clergy
langqu,yi_culture,yi_culture;bai_culture;dai_culture,bimoism,bimoism;satsana_phi,tribesmen;clergy
langzhong,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
lankou,dongjiang_culture,dongjiang_culture,sanjiao,sanjiao,peasants;clergy
lanling,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
lanshan,yongzhou_culture,yongzhou_culture;yao_china_culture,yao_religion,yao_religion;sanjiao,tribesmen;peasants;clergy
lantian,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
lantu,mongolian_culture,mongolian_culture;hmong_culture;sui_culture,sui_religion,sui_religion;hmongism;satsana_phi,tribesmen;clergy
lanxi,wuzhou_culture,wuzhou_culture,sanjiao,sanjiao,peasants;clergy
lanyang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
lanzhou,liang_culture,liang_culture;mi_niah_culture,mahayana,mahayana;sanjiao,peasants;clergy
lanzhou_kelan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
lanzhou_lanzhou,lisu_culture,lisu_culture;pumi_culture;bai_culture,bon,bon;lisu_religion;mahayana,tribesmen;slaves;clergy
laoling,jilu_culture,jilu_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
laoting,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
lean,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
lean_fuzhou,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
lechang,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
lehui,hlai_culture,hlai_culture;qiong_culture,satsana_phi,satsana_phi;sanjiao,tribesmen;peasants;clergy
leibo,yi_culture,yi_culture;mongolian_culture;shu_culture,tibetan_buddhism,tibetan_buddhism;bimoism;sanjiao,tribesmen;slaves;clergy
leiyang,yongzhou_culture,yongzhou_culture;gan_culture,sanjiao,sanjiao,peasants;clergy
lemin,yi_culture,yi_culture;mongolian_culture;hmong_culture,hmongism,hmongism;bimoism,tribesmen;clergy
lengshuitan,yongzhou_culture,yongzhou_culture,sanjiao,sanjiao,peasants;clergy
leping,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
leping_pingding,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
leshou,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
lezhi,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
liancheng,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
liangcheng,tumed_culture,tumed_culture,tengri,tengri,tribesmen;peasants;clergy
liangdang,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
liangquan,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
liangshan,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
liangxian,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
liangxian_ruzhou,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
lianjiang,fuzhou_culture,fuzhou_culture,sanjiao,sanjiao,peasants;clergy
liannan,yao_china_culture,yao_china_culture,yao_religion,yao_religion,tribesmen;clergy
lianping,dongjiang_culture,dongjiang_culture,sanjiao,sanjiao,peasants;clergy
lianshan,yao_china_culture,yao_china_culture,yao_religion,yao_religion,tribesmen;clergy
lianzhou,yongzhou_culture,yongzhou_culture,sanjiao,sanjiao,peasants;clergy
liaocheng,jilu_culture,jilu_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
liaoshan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
libo,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture;sui_culture,moism,moism;sui_religion;hmongism;satsana_phi,tribesmen;clergy
licheng,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
licheng_luan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
licheng_yizhou,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
lichuan,mongolian_culture,mongolian_culture;tujia_culture;shu_culture;hmong_culture,hmongism,hmongism;sanjiao;tengri;nuo_religion,tribesmen;slaves;peasants;clergy
lidian,qin_culture,qin_culture,sanjiao,sanjiao,tribesmen;peasants;clergy
lihua,yi_culture,yi_culture;bai_culture;zhuang_culture,bimoism,bimoism;moism,tribesmen;clergy
lijin,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
liling,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
limin,kharchin_culture,kharchin_culture;jurchen_culture,tungusic_shamanism,tungusic_shamanism;tengri,tribesmen;peasants;clergy
limushan,hlai_culture,hlai_culture,satsana_phi,satsana_phi,tribesmen;clergy
linan,jixi_culture,jixi_culture;yue_wu_culture,sanjiao,sanjiao,peasants;clergy
lincheng,jilu_culture,jilu_culture;jin_culture,sanjiao,sanjiao,peasants;clergy
linchuan,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
linfen,qin_culture,qin_culture;jin_culture,sanjiao,sanjiao,peasants;clergy
lingao,hlai_culture,hlai_culture;qiong_culture,sanjiao,sanjiao;satsana_phi,tribesmen;peasants;clergy
lingbao,zhongyuan_culture,zhongyuan_culture;qin_culture,sanjiao,sanjiao,peasants;clergy
lingbi,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
lingchuan,yao_china_culture,yao_china_culture,yao_religion,yao_religion,tribesmen;clergy
lingchuan_zezhou,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
lingfang,guinan_culture,guinan_culture;zhuang_culture,moism,moism;sanjiao,tribesmen;peasants;clergy
lingling,yongzhou_culture,yongzhou_culture;yao_china_culture,yao_religion,yao_religion;sanjiao,tribesmen;peasants;clergy
lingqiu,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
lingshan,malao_culture,malao_culture,sanjiao,sanjiao,peasants;clergy
lingshanwei,jiaodong_culture,jiaodong_culture,sanjiao,sanjiao,peasants;clergy
lingshi,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
lingshou,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
lingshui,hlai_culture,hlai_culture,satsana_phi,satsana_phi,tribesmen;clergy
lingtai,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
lingui,yao_china_culture,yao_china_culture,yao_religion,yao_religion,tribesmen;clergy
lingwu,liang_culture,liang_culture;mongolian_culture;hui_muslim_culture;mi_niah_culture,tibetan_buddhism,tibetan_buddhism;sunni;mahayana;sanjiao,peasants;clergy
lingxian,yongzhou_culture,yongzhou_culture,sanjiao,sanjiao,peasants;clergy
lingxian_shanxi,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
lingzhou,liang_culture,liang_culture;mongolian_culture;hui_muslim_culture;mi_niah_culture,tibetan_buddhism,tibetan_buddhism;sunni;mahayana;sanjiao,peasants;clergy
lingzhou_dezhou,jilu_culture,jilu_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
linhai,taizhou_wu_culture,taizhou_wu_culture,sanjiao,sanjiao,peasants;clergy
linhe,guibei_culture,guibei_culture;mongolian_culture;yao_china_culture,yao_religion,yao_religion;sanjiao;tengri,tribesmen;peasants;clergy
linhuai,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
linhuan,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
linjiang,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
linjin,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
linqing,jilu_culture,jilu_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
linqu,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
linshui,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
lintong,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
linwu,yongzhou_culture,yongzhou_culture,sanjiao,sanjiao,peasants;clergy
linxi,lisu_culture,lisu_culture;bai_culture,lisu_religion,lisu_religion;mahayana,tribesmen;slaves;clergy
linxian,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
linxiang,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
linyi,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
linyi_jinan,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
linying,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
linyou,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
linzhang,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
linzhou,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
liping,kam_culture,kam_culture;hmong_culture,kam_religion,kam_religion;hmongism,tribesmen;clergy
lipu,yao_china_culture,yao_china_culture;mongolian_culture;zhuang_culture,yao_religion,yao_religion;moism,tribesmen;clergy
liquan,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
lishan_pingle,yao_china_culture,yao_china_culture,yao_religion,yao_religion,tribesmen;clergy
lishan_xinyang,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
lishi,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
lishui,she_culture,she_culture;chuzhou_culture,sanjiao,sanjiao;wu_religion,tribesmen;peasants;clergy
lishui_yingtian,wu_culture,wu_culture,sanjiao,sanjiao,peasants;clergy
liuba,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
liucheng,mulam_culture,mulam_culture;yao_china_culture;mongolian_culture;zhuang_culture,satsana_phi,satsana_phi;yao_religion;moism;tengri,tribesmen;clergy
liujiang,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
liulin,amdowa_culture,amdowa_culture;liang_culture;mongolian_culture,bon,bon;tibetan_buddhism;sanjiao,tribesmen;peasants;clergy
liupu,yongzhou_culture,yongzhou_culture,sanjiao,sanjiao,peasants;clergy
liuyang,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
liuyuan,kharchin_culture,kharchin_culture;jurchen_culture,tungusic_shamanism,tungusic_shamanism;tengri,tribesmen;peasants;clergy
liuzhai,sui_culture,sui_culture;mongolian_culture;yao_china_culture;zhuang_culture;maonan_culture,yao_religion,yao_religion;sui_religion;moism;satsana_phi,tribesmen;clergy
liyang,wu_culture,wu_culture,sanjiao,sanjiao,peasants;clergy
liyang_lizhou,changde_culture,changde_culture,sanjiao,sanjiao,peasants;clergy
liyuan,liang_culture,liang_culture;yugur_culture;amdowa_culture;mongolian_culture;mi_niah_culture,tibetan_buddhism,tibetan_buddhism;mahayana;sanjiao,peasants;clergy
lizhou,kharchin_culture,kharchin_culture,tengri,tengri,tribesmen;peasants;clergy
lizhou_mahu,yi_culture,yi_culture,bimoism,bimoism,tribesmen;clergy
lloa,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
longan,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
longchang,hmong_culture,hmong_culture,hmongism,hmongism,tribesmen;clergy
longchuan,ngacang_culture,ngacang_culture;tai_nua_culture,ngacang_religion,ngacang_religion;satsana_phi,tribesmen;nobles;peasants;clergy
longchuan_xunzhou,dongjiang_culture,dongjiang_culture,sanjiao,sanjiao,peasants;clergy
longde,liang_culture,liang_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
longhui,laoxiang_culture,laoxiang_culture,sanjiao,sanjiao,peasants;clergy
longli,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
longmen,kejia_culture,kejia_culture;yuehai_culture;yao_china_culture,yao_religion,yao_religion;sanjiao,tribesmen;peasants;clergy
longmen_chicheng,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
longnan,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
longping_pingle,yao_china_culture,yao_china_culture,yao_religion,yao_religion,tribesmen;clergy
longping_zhaozhou,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
longqing,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
longquan,she_culture,she_culture;chuzhou_culture,sanjiao,sanjiao;wu_religion,tribesmen;peasants;clergy
longquan_taihe,kejia_culture,kejia_culture;gan_culture,sanjiao,sanjiao,peasants;clergy
longquanping,tujia_culture,tujia_culture;hmong_culture,hmongism,hmongism;nuo_religion,tribesmen;slaves;clergy
longshan,kharchin_culture,kharchin_culture,tengri,tengri,tribesmen;peasants;clergy
longwangmiao,kharchin_culture,kharchin_culture;yan_culture;jurchen_culture,mahayana,mahayana;sanjiao;tengri,tribesmen;peasants;clergy
longxi,minnan_culture,minnan_culture,manichaeism,manichaeism;sanjiao,peasants;clergy
longxi_gongchang,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
longyan,minnan_culture,minnan_culture,sanjiao,sanjiao,peasants;clergy
longyang,changde_culture,changde_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
longyou,she_culture,she_culture;quzhou_culture,sanjiao,sanjiao;wu_religion,tribesmen;peasants;clergy
longyou_jiading,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
longzhou_fengxiang,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
longzhou_longzhou,zhuang_culture,zhuang_culture,moism,moism,tribesmen;clergy
loudi,laoxiang_culture,laoxiang_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
loufan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
luan,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
luanchuan,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
luanyang,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
lucheng,yao_china_culture,yao_china_culture;mongolian_culture;zhuang_culture,yao_religion,yao_religion;moism,tribesmen;clergy
lucheng_luan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
luchuan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
luchuan_mangshi,ngacang_culture,ngacang_culture;tai_nua_culture,ngacang_religion,ngacang_religion;satsana_phi,tribesmen;nobles;peasants;clergy
luchuan_rongzhou,yulin_culture,yulin_culture,sanjiao,sanjiao,peasants;clergy
lueyang,qin_culture,qin_culture;shu_culture,sanjiao,sanjiao,peasants;clergy
lufeng,yi_culture,yi_culture,bimoism,bimoism,tribesmen;clergy
lufeng_haifeng,fulao_culture,fulao_culture,sanjiao,sanjiao,peasants;clergy
lugu,yi_culture,yi_culture,bimoism,bimoism,tribesmen;clergy
luhe,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
lujiang,lisu_culture,lisu_culture;ngacang_culture;tai_nua_culture;bai_culture,mahayana,mahayana;satsana_phi;lisu_religion;ngacang_religion;bimoism,tribesmen;slaves;clergy
lujiang_luzhou,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
lukou,xinxiang_culture,xinxiang_culture,sanjiao,sanjiao,peasants;clergy
luliang,yi_culture,yi_culture,bimoism,bimoism,tribesmen;clergy
luling,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
lulong,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
lunan,yi_culture,yi_culture;bai_culture,bimoism,bimoism,tribesmen;clergy
luocheng,mulam_culture,mulam_culture;mongolian_culture;zhuang_culture,moism,moism;satsana_phi,tribesmen;clergy
luochuan,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
luodian,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
luoji,bo_culture,bo_culture;mongolian_culture;hmong_culture;shu_culture,satsana_phi,satsana_phi;tibetan_buddhism;hmongism;sanjiao,tribesmen;peasants;clergy
luojiao,yi_culture,yi_culture;mongolian_culture;hmong_culture;shu_culture,hmongism,hmongism;sanjiao;bimoism,tribesmen;slaves;clergy
luokong,yi_culture,yi_culture;bo_culture;bai_culture;dai_culture,mahayana,mahayana;satsana_phi;bimoism,tribesmen;clergy
luonan,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
luorong,yao_china_culture,yao_china_culture;mongolian_culture;zhuang_culture,yao_religion,yao_religion;moism,tribesmen;clergy
luoshan,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
luoshan_qujing,yi_culture,yi_culture;bai_culture;sui_culture,sui_religion,sui_religion;bimoism,tribesmen;clergy
luotian,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
luoxiong,yi_culture,yi_culture;zhuang_culture;bai_culture;hmong_culture,hmongism,hmongism;bimoism;moism,tribesmen;clergy
luoxiu,tubai_culture,tubai_culture,sanjiao,sanjiao,peasants;clergy
luoyang,zhongyuan_culture,zhongyuan_culture;hui_muslim_culture,sunni,sunni;sanjiao,burghers;nobles;peasants;clergy
luoyang_wenzhou,manjiang_culture,manjiang_culture;chuzhou_culture,sanjiao,sanjiao,peasants;clergy
luoyuan,fuzhou_culture,fuzhou_culture,manichaeism,manichaeism;sanjiao,peasants;clergy
luozuoguan,yi_culture,yi_culture;shu_culture,bimoism,bimoism;sanjiao,tribesmen;peasants;clergy
luquan,yi_culture,yi_culture;bai_culture;hmong_culture,hmongism,hmongism;bimoism,tribesmen;clergy
lushan,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
lushan_yazhou,gyalrong_culture,gyalrong_culture;shu_culture,bon,bon;sanjiao,tribesmen;peasants;clergy
lushi,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
lutai,yan_culture,yan_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
lutang,liang_culture,liang_culture;qin_culture;mi_niah_culture,mahayana,mahayana;sanjiao,peasants;clergy
lutoudian,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
luxi,tujia_culture,tujia_culture;hmong_culture,hmongism,hmongism;nuo_religion,tribesmen;peasants;clergy
luxian,yan_culture,yan_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
luxiang,jiaodong_culture,jiaodong_culture,sanjiao,sanjiao,peasants;clergy
luyang,kam_culture,kam_culture,kam_religion,kam_religion,tribesmen;clergy
luyi,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
luzhang,bai_culture,bai_culture;lisu_culture,lisu_religion,lisu_religion;mahayana,tribesmen;peasants;clergy
luzhou,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
mabian,yi_culture,yi_culture;mongolian_culture;shu_culture,tibetan_buddhism,tibetan_buddhism;bimoism;sanjiao,tribesmen;slaves;clergy
mabu,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
machang,gelao_culture,gelao_culture;mongolian_culture;hmong_culture;zhuang_culture,moism,moism;hmongism;sanjiao;tengri,tribesmen;peasants;clergy
macheng,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
macheng_luanzhou,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
madi_yuanling,xianxi_culture,xianxi_culture;tujia_culture,sanjiao,sanjiao;nuo_religion,tribesmen;peasants;clergy
maerkang,amdowa_culture,amdowa_culture;rma_culture;mongolian_culture;gyalrong_culture,bon,bon;tibetan_buddhism;rmaism,tribesmen;peasants;clergy
mahu,yi_culture,yi_culture;shu_culture,bimoism,bimoism;sanjiao,tribesmen;peasants;clergy
makatao,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
mala,yi_culture,yi_culture;nashi_culture;mongolian_culture;dai_culture,theravada,theravada;dongba_religion;bimoism;satsana_phi,tribesmen;clergy
malong_qujing,yi_culture,yi_culture;bai_culture;hui_muslim_culture,sunni,sunni;bimoism,tribesmen;slaves;clergy
malongtalang,yi_culture,yi_culture;bai_culture;dai_culture,bimoism,bimoism;satsana_phi,tribesmen;clergy
mancheng,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
mangbu,yi_culture,yi_culture;mongolian_culture;hmong_culture;shu_culture,hmongism,hmongism;sanjiao;bimoism,tribesmen;slaves;clergy
mangshi,ngacang_culture,ngacang_culture;tai_nua_culture,ngacang_religion,ngacang_religion;satsana_phi,tribesmen;nobles;peasants;clergy
maoming,gaozhou_culture,gaozhou_culture;leizhou_culture,sanjiao,sanjiao,peasants;clergy
maping,zhuang_culture,zhuang_culture,moism,moism,tribesmen;clergy
matman,wa_culture,wa_culture,wa_religion,wa_religion,tribesmen;clergy
maxia,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
mayang,laoxiang_culture,laoxiang_culture;hmong_culture,hmongism,hmongism;sanjiao,tribesmen;peasants;clergy
mayrinax,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
meiqiu,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
meixian,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
meizhou,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
mengban_jihong,tai_lu_culture,tai_lu_culture;jino_culture,jino_religion,jino_religion;satsana_phi,tribesmen;clergy
mengban_weiyuan,yi_culture,yi_culture;tai_lu_culture;tai_nua_culture;bai_culture,bimoism,bimoism;satsana_phi,tribesmen;clergy
mengcheng,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
mengding,bai_culture,bai_culture;tai_nua_culture;wa_culture,theravada,theravada;satsana_phi;wa_religion,tribesmen;clergy
